X,Y,OBJECTID,ID,IsNTMT,STREET,BLOCKNUM,BLOCKDIR,CROSSSTREET,CROSSBLOCK,CROSSBLOCKDIR,COUNTDATE,VOLUME,COUNTTYPE,DIRECTION,DESCRIPTION,DISTRICT,COUNTSTATION,BUDGETYR,COMMENTS,VERIFIEDON,AVG_SPEED
675834.713910762,845160.349737532,31006,3934,0,RANCH CIR N,3600,E,36TH ST,3600,E,2021/11/03 07:00:00+00,1273,MID2,East Bound,Volume Map,6,3065,2022,,2022/05/31 07:00:00+00,36
675822.457020998,845109.421259843,31007,3934,0,RANCH CIR N,3700,E,36TH ST,3600,E,2021/11/03 07:00:00+00,1244,MID2,West Bound,Volume Map,6,3065,2022,,2022/05/31 07:00:00+00,36
694235.87664042,949915.259842522,31008,3935,0,THUNDERBIRD RD,6400,E,64TH ST,6400,E,2020/12/09 07:00:00+00,6897,MID2,East Bound,Volume Map,2,2227,2022,,2022/05/31 07:00:00+00,41
694184.134842519,949988.041010499,31009,3935,0,THUNDERBIRD RD,6800,E,64TH ST,6400,E,2020/12/09 07:00:00+00,7313,MID2,West Bound,Volume Map,2,2227,2022,,2022/05/31 07:00:00+00,41
676702.697834644,850020.645997375,31010,3936,0,WARNER ELLIOT LOOP,4400,E,44TH ST,4400,E,2022/01/11 07:00:00+00,3148,MID2,East Bound,Volume Map,6,6273,2022,,2022/05/31 07:00:00+00,
676611.073490813,850017.074803151,31011,3936,0,WARNER ELLIOT LOOP,4400,E,44TH ST,4400,E,2022/01/11 07:00:00+00,3708,MID2,West Bound,Volume Map,6,6273,2022,,2022/05/31 07:00:00+00,
641679.066929135,866849.77165354,31012,3963,0,23RD AVE,2300,S,CARTER RD,2300,S,2022/03/23 07:00:00+00,800,MID2,North Bound,Volume Map,8,4445,2022,,2022/06/01 07:00:00+00,35
641624.123031497,866849.872375324,31013,3963,0,23RD AVE,7100,S,CARTER RD,2300,S,2022/03/23 07:00:00+00,755,MID2,South Bound,Volume Map,8,4445,2022,,2022/06/01 07:00:00+00,35
641702.020669293,869378.473425195,31014,3964,0,23RD AVE,2300,S,SOUTHERN AVE,2300,S,2022/03/23 07:00:00+00,1586,MID2,North Bound,Volume Map,8,5367,2022,,2022/06/01 07:00:00+00,32
641665.394028872,869378.540682413,31015,3964,0,23RD AVE,6000,S,SOUTHERN AVE,2300,S,2022/03/23 07:00:00+00,1281,MID2,South Bound,Volume Map,8,5367,2022,,2022/06/01 07:00:00+00,32
644121.577755906,913891.376968503,31016,3965,1,19TH AVE,5000,N,COLTER ST,5250,N,2022/03/30 07:00:00+00,8895,MID2,South Bound,Speed Hump,4,2156,2022,,2022/06/01 07:00:00+00,35
644209.749015749,913767.510498688,31017,3965,1,19TH AVE,5250,N,COLTER ST,5250,N,2022/03/30 07:00:00+00,7967,MID2,North Bound,Speed Hump,4,2156,2022,,2022/06/01 07:00:00+00,35
652888.491141733,920753.968503937,31022,3980,1,MARYLAND AVE,0,E,CENTRAL AVE,0,E,2022/04/12 07:00:00+00,2041,MID2,East Bound,Speed Hump,6,6428,2022,,2022/06/01 07:00:00+00,31
652888.556430448,920797.631233595,31023,3980,1,MARYLAND AVE,200,E,CENTRAL AVE,0,E,2022/04/12 07:00:00+00,2449,MID2,West Bound,Speed Hump,6,6428,2022,,2022/06/01 07:00:00+00,31
654767.45800525,930560.795275591,31032,3998,0,7TH ST,8000,N,NORTHERN AVE,8000,N,2022/04/20 07:00:00+00,16355,MID2,North Bound,Volume Map,3,1171,2022,,2022/05/31 07:00:00+00,
654697.079724409,930342.582020998,31033,3998,0,7TH ST,8500,N,NORTHERN AVE,8000,N,2022/04/20 07:00:00+00,11696,MID2,South Bound,Volume Map,3,1171,2022,,2022/05/31 07:00:00+00,
643238.052165356,920889.898622051,31042,4022,0,MARYLAND AVE,6500,N,19TH AVE,1900,W,2022/05/10 07:00:00+00,343,MID2,East Bound,Volume Map,5,5343,2022,,2022/05/31 07:00:00+00,35
643238.130577426,920933.561351709,31043,4022,0,MARYLAND AVE,6500,N,19TH AVE,1900,W,2022/05/10 07:00:00+00,473,MID2,West Bound,Volume Map,5,5343,2022,,2022/05/31 07:00:00+00,35
654723.604330707,978426.798228346,31044,3604,0,7TH ST,21800,N,DEER VALLEY RD,21800,N,2021/07/28 07:00:00+00,8764,MID2,North Bound,Volume Map,1,1058,2021,,2022/06/17 07:00:00+00,50
654687.104002625,978426.850721784,31045,3604,0,7TH ST,22600,N,DEER VALLEY RD,21800,N,2021/07/28 07:00:00+00,8174,MID2,South Bound,Volume Map,1,1058,2021,,2022/06/17 07:00:00+00,50
636512.127952754,1018534.90879265,31046,4060,0,VIA PUZZOLA,34600,N,CAREFREE HWY,34600,N,2021/07/20 07:00:00+00,3498,MID2,North Bound,Volume Map,2,4438,2022,,2022/06/17 07:00:00+00,29
636475.69652231,1018545.89895013,31047,4060,0,VIA PUZZOLA,34800,N,CAREFREE HWY,34600,N,2021/07/20 07:00:00+00,3326,MID2,South Bound,Volume Map,2,4438,2022,,2022/06/17 07:00:00+00,29
635984.183727033,1018845.27657481,31048,4061,0,CANOTIA PL,3000,W,VIA PUZZOLA,3000,W,2021/07/20 07:00:00+00,1084,MID2,East Bound,Volume Map,2,4487,2022,,2022/06/17 07:00:00+00,28
635984.265419949,1018885.30216535,31049,4061,0,CANOTIA PL,3200,W,VIA PUZZOLA,3000,W,2021/07/20 07:00:00+00,1008,MID2,West Bound,Volume Map,2,4487,2022,,2022/06/17 07:00:00+00,28
637781.579724409,1022938.86122047,31050,4063,0,VIA PUZZOLA,35900,N,VIA DEL DESERTO,35900,N,2021/07/20 07:00:00+00,2121,MID2,North Bound,Volume Map,2,3437,2022,,2022/06/17 07:00:00+00,36
637745.160433073,1022953.48851706,31051,4063,0,VIA PUZZOLA,36200,N,VIA DEL DESERTO,35900,N,2021/07/20 07:00:00+00,1731,MID2,South Bound,Volume Map,2,3437,2022,,2022/06/17 07:00:00+00,36
639750.366141733,1021654.17257218,31052,4064,0,VIA TRAMONTO,2500,W,VIA VISTA,35600,N,2021/07/20 07:00:00+00,144,MID2,South Bound,Volume Map,2,3475,2022,,2022/06/17 07:00:00+00,28
639786.80905512,1021650.46391076,31053,4064,0,VIA TRAMONTO,2500,W,VIA VISTA,35600,N,2021/07/20 07:00:00+00,165,MID2,North Bound,Volume Map,2,3475,2022,,2022/06/17 07:00:00+00,28
665215.19324147,976419.453740157,31054,4066,0,CAVE CREEK RD,21000,N,ROSE GARDEN LN,21000,N,2021/07/27 07:00:00+00,20067,MID2,North Bound,Volume Map,2,4052,2022,,2022/06/22 07:00:00+00,
665123.937007874,976419.554790027,31055,4066,0,CAVE CREEK RD,21800,N,ROSE GARDEN LN,21000,N,2021/07/27 07:00:00+00,18494,MID2,South Bound,Volume Map,2,4052,2022,,2022/06/22 07:00:00+00,
641313.488517061,1017779.59612861,31056,4067,0,PALOMA PKWY,34400,N,SADDLE BLANKET RD,34400,N,2021/07/27 07:00:00+00,287,MID2,North Bound,Volume Map,2,3436,2022,,2022/06/22 07:00:00+00,
641231.466207348,1017779.75,31057,4067,0,PALOMA PKWY,34600,N,SADDLE BLANKET RD,34400,N,2021/07/27 07:00:00+00,439,MID2,South Bound,Volume Map,2,3436,2022,,2022/06/22 07:00:00+00,
654683.133202098,984106.797572181,31058,4068,0,7TH ST,23600,N,ALAMEDA RD,23600,N,2021/07/28 07:00:00+00,5891,MID2,North Bound,Volume Map,2,6049,2022,,2022/06/22 07:00:00+00,68
654646.639435697,984106.850065619,31059,4068,0,7TH ST,25000,N,ALAMEDA RD,23600,N,2021/07/28 07:00:00+00,5671,MID2,South Bound,Volume Map,2,6049,2022,,2022/06/22 07:00:00+00,68
639576.952755906,947236.426837273,31060,4069,0,SWEETWATER AVE,12900,N,25TH AVE,2560,W,2021/07/28 07:00:00+00,130,MID2,West Bound,Volume Map,3,4472,2022,,2022/06/22 07:00:00+00,27
639576.869094487,947192.763779528,31061,4069,0,SWEETWATER AVE,12900,N,25TH AVE,2560,W,2021/07/28 07:00:00+00,156,MID2,East Bound,Volume Map,3,4472,2022,,2022/06/22 07:00:00+00,27
636483.433727033,945681.544947505,31062,4070,0,31ST AVE,12200,N,CACTUS RD,12200,N,2021/07/28 07:00:00+00,1350,MID2,North Bound,Volume Map,1,4158,2022,,2022/06/23 07:00:00+00,32
636437.761154857,945681.636811025,31063,4070,0,31ST AVE,12900,N,CACTUS RD,12200,N,2021/07/28 07:00:00+00,2914,MID2,South Bound,Volume Map,1,4158,2022,,2022/06/23 07:00:00+00,32
625062.664041996,947191.180774279,31064,4071,0,SWEETWATER AVE,4700,W,47TH AVE,4700,W,2021/07/28 07:00:00+00,1007,MID2,East Bound,Volume Map,1,4223,2022,,2022/06/23 07:00:00+00,38
625062.776574802,947238.482611552,31065,4071,0,SWEETWATER AVE,5100,W,47TH AVE,4700,W,2021/07/28 07:00:00+00,904,MID2,West Bound,Volume Map,1,4223,2022,,2022/06/23 07:00:00+00,38
631175.53116798,941177.170931756,31066,4072,0,39TH AVE,10600,N,PEORIA AVE,10600,N,2021/07/28 07:00:00+00,1313,MID2,North Bound,Volume Map,,4152,2022,,2022/06/23 07:00:00+00,35
631129.851706035,941177.270669289,31067,4072,0,39TH AVE,11300,N,PEORIA AVE,10600,N,2021/07/28 07:00:00+00,1251,MID2,South Bound,Volume Map,,4152,2022,,2022/06/23 07:00:00+00,35
629758.102690287,941933.487532809,31068,4073,0,CHOLLA ST,3900,W,39TH AVE,3900,W,2021/07/28 07:00:00+00,515,MID2,East Bound,Volume Map,1,4250,2022,,2022/06/23 07:00:00+00,30
629758.199803151,941977.150590554,31069,4073,0,CHOLLA ST,4300,W,39TH AVE,3900,W,2021/07/28 07:00:00+00,461,MID2,West Bound,Volume Map,1,4250,2022,,2022/06/23 07:00:00+00,30
625911.081692912,942851.943569556,31070,4074,0,47TH AVE,11400,N,CHOLLA ST,11400,N,2021/07/28 07:00:00+00,541,MID2,North Bound,Volume Map,1,2363,2022,,2022/06/23 07:00:00+00,32
625859.314304464,942852.065288715,31071,4074,0,47TH AVE,12200,N,CHOLLA ST,11400,N,2021/07/28 07:00:00+00,577,MID2,South Bound,Volume Map,1,2363,2022,,2022/06/23 07:00:00+00,32
634402.238188975,959556.234908134,31072,4075,0,34TH AVE,16400,N,31ST AVE,16400,N,2021/07/28 07:00:00+00,260,MID2,South Bound,Volume Map,1,3462,2022,,2022/06/23 07:00:00+00,27
634438.729986876,959541.604330711,31073,4075,0,34TH AVE,16400,N,31ST AVE,16400,N,2021/07/28 07:00:00+00,283,MID2,North Bound,Volume Map,1,3462,2022,,2022/06/23 07:00:00+00,27
664570.441929135,973833.100393698,31074,4076,0,ROSE GARDEN LN,2100,E,END of ROAD,2100,E,2021/07/28 07:00:00+00,1167,MID2,West Bound,Volume Map,,3466,2022,,2022/06/23 07:00:00+00,34
664570.388779528,973785.798228346,31075,4076,0,ROSE GARDEN LN,2100,E,END of ROAD,2100,E,2021/07/28 07:00:00+00,1309,MID2,East Bound,Volume Map,,3466,2022,,2022/06/23 07:00:00+00,34
654695.297572177,984106.779855646,31076,4077,0,7TH ST,23600,N,ALAMEDA RD,23600,N,2021/08/17 07:00:00+00,6684,MID2,North Bound,Volume Map,2,6049,2022,,2022/06/24 07:00:00+00,68
654634.475065615,984106.867782153,31077,4077,0,7TH ST,25000,N,ALAMEDA RD,23600,N,2021/08/17 07:00:00+00,5212,MID2,South Bound,Volume Map,2,6049,2022,,2022/06/24 07:00:00+00,68
670158.708661418,837877.400918633,31078,4078,0,32ND ST,15600,S,CHANDLER BLVD,15600,S,2021/08/18 07:00:00+00,3030,MID2,North Bound,Volume Map,6,4074,2022,,2022/06/24 07:00:00+00,
670064.058727033,837942.981299214,31079,4078,0,32ND ST,16400,S,CHANDLER BLVD,15600,S,2021/08/18 07:00:00+00,4581,MID2,South Bound,Volume Map,6,4074,2022,,2022/06/24 07:00:00+00,
678442.499671917,844019.651574805,31080,4079,0,RAY RD,14000,S,44TH ST,4400,E,2021/08/18 07:00:00+00,13345,MID2,West Bound,Volume Map,6,7003,2022,,2022/06/24 07:00:00+00,
678427.160104986,843921.424540684,31081,4079,0,RAY RD,14000,S,44TH ST,4400,E,2021/08/18 07:00:00+00,16200,MID2,East Bound,Volume Map,6,7003,2022,,2022/06/24 07:00:00+00,
599474.770669293,906069.640748031,31082,4081,0,87TH AVE,3400,N,OSBORN RD,3400,N,2021/08/24 07:00:00+00,1844,MID2,North Bound,Volume Map,5,1126,2022,,2022/06/28 07:00:00+00,34
599432.088910762,906069.776246719,31083,4081,0,87TH AVE,4100,N,OSBORN RD,3400,N,2021/08/24 07:00:00+00,1800,MID2,South Bound,Volume Map,5,1126,2022,,2022/06/28 07:00:00+00,34
589214.29035433,912609.703083992,31084,4082,0,CAMELBACK RD,5000,W,99TH AVE,5000,W,2021/08/19 07:00:00+00,16955,MID2,East Bound,Volume Map,5,1332,2022,,2022/06/28 07:00:00+00,45
589964.382217847,912683.495734908,31085,4082,0,CAMELBACK RD,9900,W,99TH AVE,5000,W,2021/08/19 07:00:00+00,16167,MID2,West Bound,Volume Map,5,1332,2022,,2022/06/28 07:00:00+00,45
654820.415682416,914329.103674538,31086,4083,0,7TH ST,5000,N,CAMELBACK RD,5000,N,2021/09/08 07:00:00+00,13593,MID2,North Bound,Volume Map,4,1175,2022,,2022/06/28 07:00:00+00,
654753.409448817,914361.946194224,31087,4083,0,7TH ST,5500,N,CAMELBACK RD,5000,N,2021/09/08 07:00:00+00,11954,MID2,South Bound,Volume Map,4,1175,2022,,2022/06/28 07:00:00+00,
681578.755577426,973494.692913383,31088,4084,0,TATUM BLVD,20600,N,SR101,20600,N,2021/11/11 07:00:00+00,30915,MID2,North Bound,Volume Map,2,7030,2022,,2022/06/28 07:00:00+00,
681451.028215222,973567.540682413,31089,4084,0,TATUM BLVD,21400,N,SR101,20600,N,2021/11/11 07:00:00+00,27679,MID2,South Bound,Volume Map,2,7030,2022,,2022/06/28 07:00:00+00,
659987.995734908,963479.41371391,31090,4085,0,16TH ST,17800,N,GROVERS AVE,17800,N,2021/12/08 07:00:00+00,3666,MID2,North Bound,Volume Map,3,5047,2022,,2022/06/28 07:00:00+00,31
659927.133202098,963479.491141729,31091,4085,0,16TH ST,18600,N,GROVERS AVE,17800,N,2021/12/08 07:00:00+00,3370,MID2,South Bound,Volume Map,3,5047,2022,,2022/06/28 07:00:00+00,31
612887.593503937,901077.805446193,31092,4086,0,VIRGINIA AVE,2600,N,63RD AVE,6300,W,2021/12/15 07:00:00+00,1342,MID2,East Bound,Volume Map,7,1527,2022,,2022/06/28 07:00:00+00,25
612887.713582676,901121.467847772,31093,4086,0,VIRGINIA AVE,2600,N,63RD AVE,6300,W,2021/12/15 07:00:00+00,1535,MID2,West Bound,Volume Map,7,1527,2022,,2022/06/28 07:00:00+00,25
622995.51312336,862043.076443568,31094,4087,0,51ST AVE,5100,W,SOUTH MOUNTAIN AVE,8400,S,2021/12/16 07:00:00+00,7426,MID2,North Bound,Volume Map,8,2110,2022,,2022/06/29 07:00:00+00,
622903.925524935,862043.298556432,31095,4087,0,51ST AVE,5100,W,SOUTH MOUNTAIN AVE,8400,S,2021/12/16 07:00:00+00,7802,MID2,South Bound,Volume Map,8,2110,2022,,2022/06/29 07:00:00+00,
622987.764107611,862625.252952754,31096,4088,0,51ST AVE,7600,S,BASELINE RD,7600,S,2021/12/16 07:00:00+00,8606,MID2,North Bound,Volume Map,8,5100,2022,,2022/06/29 07:00:00+00,
622911.442585301,862625.437992126,31097,4088,0,51ST AVE,8400,S,BASELINE RD,7600,S,2021/12/16 07:00:00+00,8888,MID2,South Bound,Volume Map,8,5100,2022,,2022/06/29 07:00:00+00,
625493.478018373,863630.782152228,31098,4089,0,47TH AVE,7600,S,BASELINE RD,7600,S,2021/12/15 07:00:00+00,1089,MID2,North Bound,Volume Map,8,1468,2022,,2022/06/29 07:00:00+00,29
625453.792322833,863630.875328086,31099,4089,0,47TH AVE,8400,S,BASELINE RD,7600,S,2021/12/15 07:00:00+00,1150,MID2,South Bound,Volume Map,8,1468,2022,,2022/06/29 07:00:00+00,29
665369.960958004,867633.786089242,31100,4090,0,24TH ST,6790,S,VINEYARD RD,6790,S,2021/12/16 07:00:00+00,10531,MID2,North Bound,Volume Map,8,3073,2022,,2022/06/29 07:00:00+00,
665308.914041996,867633.852690287,31101,4090,0,24TH ST,7600,S,VINEYARD RD,6790,S,2021/12/16 07:00:00+00,11807,MID2,South Bound,Volume Map,8,3073,2022,,2022/06/29 07:00:00+00,
665385.975721784,868325.077427819,31102,4091,0,24TH ST,2400,E,SOUTHERN AVE,6000,S,2021/12/16 07:00:00+00,9583,MID2,North Bound,Volume Map,8,6072,2022,,2022/06/29 07:00:00+00,
665312.609580051,868223.280511811,31103,4091,0,24TH ST,2400,E,SOUTHERN AVE,6000,S,2021/12/16 07:00:00+00,13987,MID2,South Bound,Volume Map,8,6072,2022,,2022/06/29 07:00:00+00,
664994.905511811,867983.489829399,31104,4092,0,VINEYARD RD,2000,E,20TH ST,2000,E,2021/12/16 07:00:00+00,1084,MID2,East Bound,Volume Map,8,4444,2022,,2022/06/29 07:00:00+00,28
664994.953412075,868027.151574805,31105,4092,0,VINEYARD RD,2400,E,20TH ST,2000,E,2021/12/16 07:00:00+00,1057,MID2,West Bound,Volume Map,8,4444,2022,,2022/06/29 07:00:00+00,28
665626.792322833,868033.738845147,31106,4093,0,VINEYARD RD,6790,S,24TH ST,2400,E,2021/12/16 07:00:00+00,436,MID2,West Bound,Volume Map,8,1294,2022,,2022/06/29 07:00:00+00,25
665626.745078739,867990.077099741,31107,4093,0,VINEYARD RD,6790,S,24TH ST,2400,E,2021/12/16 07:00:00+00,516,MID2,East Bound,Volume Map,8,1294,2022,,2022/06/29 07:00:00+00,25
670617.489829395,901131.730643041,31108,4059,1,32ND ST,2600,N,WINDSOR AVE,2800,N,2021/07/08 07:00:00+00,13673,MID2,South Bound,Speed Hump,8,4105,2022,,2022/07/20 07:00:00+00,43
670684.570866141,901131.668635167,31109,4059,1,32ND ST,2800,N,WINDSOR AVE,2800,N,2021/07/08 07:00:00+00,14317,MID2,North Bound,Speed Hump,8,4105,2022,,2022/07/20 07:00:00+00,43
662313.238845143,863958.775918633,31110,4094,0,20TH ST,2000,S,BASELINE RD,2000,S,2021/12/16 07:00:00+00,2682,MID2,North Bound,Volume Map,8,3074,2022,,2022/07/06 07:00:00+00,39
662276.606299214,863958.819553807,31111,4094,0,20TH ST,7600,S,BASELINE RD,2000,S,2021/12/16 07:00:00+00,2745,MID2,South Bound,Volume Map,8,3074,2022,,2022/07/06 07:00:00+00,39
615038.94488189,886910.745078743,31112,4095,0,63RD AVE,400,S,END of ROAD,400,S,2022/01/04 07:00:00+00,886,MID2,North Bound,Volume Map,7,3449,2022,,2022/07/06 07:00:00+00,25
614987.085629921,886910.883858271,31113,4095,0,63RD AVE,1200,S,END of ROAD,400,S,2022/01/04 07:00:00+00,490,MID2,South Bound,Volume Map,7,3449,2022,,2022/07/06 07:00:00+00,25
615077.910104986,886652.304790027,31114,4096,0,BUCKEYE RD,5900,W,59TH AVE,5900,W,2022/01/04 07:00:00+00,16130,MID2,East Bound,Volume Map,7,1322,2022,,2022/07/06 07:00:00+00,
615102.499343831,886721.371062994,31115,4096,0,BUCKEYE RD,6300,W,59TH AVE,5900,W,2022/01/04 07:00:00+00,17365,MID2,West Bound,Volume Map,7,1322,2022,,2022/07/06 07:00:00+00,
613475.384514436,884058.723425195,31116,4097,0,DURANGO ST,2000,S,63RD AVE,6300,W,2022/01/04 07:00:00+00,1090,MID2,East Bound,Volume Map,7,3448,2023,,2022/07/06 07:00:00+00,37
613475.503608923,884102.385498688,31117,4097,0,DURANGO ST,2000,S,63RD AVE,6300,W,2022/01/04 07:00:00+00,1234,MID2,West Bound,Volume Map,7,3448,2023,,2022/07/06 07:00:00+00,37
615010.962598424,884436.618766405,31118,4098,0,63RD AVE,1400,S,END of ROAD,1400,S,2022/01/04 07:00:00+00,507,MID2,North Bound,Volume Map,7,6442,2023,,2022/07/11 07:00:00+00,24
614974.353346456,884436.71686352,31119,4098,0,63RD AVE,2000,S,END of ROAD,1400,S,2022/01/04 07:00:00+00,828,MID2,South Bound,Volume Map,7,6442,2023,,2022/07/11 07:00:00+00,24
668065.098097112,870570.845800526,31120,4099,0,28TH ST,6000,S,SOUTHERN AVE,6000,S,2022/01/05 07:00:00+00,591,MID2,North Bound,Volume Map,8,3072,2023,,2022/07/11 07:00:00+00,18
668031.525262468,870570.879593179,31121,4099,0,28TH ST,6800,S,SOUTHERN AVE,6000,S,2022/01/05 07:00:00+00,644,MID2,South Bound,Volume Map,8,3072,2023,,2022/07/11 07:00:00+00,18
667918.701443568,870672.870406821,31122,4100,0,SOUTHERN AVE,2400,E,24TH ST,2400,E,2022/01/05 07:00:00+00,11640,MID2,East Bound,Volume Map,8,4306,2023,,2022/07/11 07:00:00+00,
667964.562992126,870752.870406821,31123,4100,0,SOUTHERN AVE,2800,E,24TH ST,2400,E,2022/01/05 07:00:00+00,12704,MID2,West Bound,Volume Map,8,4306,2023,,2022/07/11 07:00:00+00,
668101.840223096,870687.239829399,31124,4101,0,SOUTHERN AVE,2800,E,28TH ST,2800,E,2022/01/05 07:00:00+00,12437,MID2,East Bound,Volume Map,8,3291,2023,,2022/07/11 07:00:00+00,
668098.853674542,870752.73523622,31125,4101,0,SOUTHERN AVE,3210,E,28TH ST,2800,E,2022/01/05 07:00:00+00,12306,MID2,West Bound,Volume Map,8,3291,2023,,2022/07/11 07:00:00+00,
608489.770669293,876457.269356959,31126,4102,0,SIENNA VISTA AVE,3600,S,ELWOOD ST,3600,S,2022/01/05 07:00:00+00,810,MID2,North Bound,Volume Map,7,4509,2023,,2022/07/11 07:00:00+00,24
608440.967191599,876464.687007874,31127,4102,0,SIENNA VISTA AVE,4400,S,ELWOOD ST,3600,S,2022/01/05 07:00:00+00,824,MID2,South Bound,Volume Map,7,4509,2023,,2022/07/11 07:00:00+00,24
609093.423228346,876262.693569556,31128,4103,0,BROADWAY RD,4400,S,71ST AVE,7100,W,2022/01/05 07:00:00+00,7474,MID2,East Bound,Volume Map,7,5284,2023,,2022/07/11 07:00:00+00,54
609093.569225721,876313.632545933,31129,4103,0,BROADWAY RD,4400,S,71ST AVE,7100,W,2022/01/05 07:00:00+00,8037,MID2,West Bound,Volume Map,7,5284,2023,,2022/07/11 07:00:00+00,54
610204.179790027,876255.894685037,31130,4104,0,BROADWAY RD,6700,W,67TH AVE,6700,W,2022/01/05 07:00:00+00,8173,MID2,East Bound,Volume Map,7,1317,2023,,2022/07/11 07:00:00+00,44
610204.303149607,876299.556430444,31131,4104,0,BROADWAY RD,7100,W,67TH AVE,6700,W,2022/01/05 07:00:00+00,8779,MID2,West Bound,Volume Map,7,1317,2023,,2022/07/11 07:00:00+00,44
606616.807742782,878769.548228346,31132,4105,0,ELWOOD ST,3600,W,75TH AVE,3600,W,2022/01/05 07:00:00+00,1203,MID2,East Bound,Volume Map,,6492,2023,,2022/07/11 07:00:00+00,34
606623.028215222,878809.553805776,31133,4105,0,ELWOOD ST,7500,W,75TH AVE,3600,W,2022/01/05 07:00:00+00,1305,MID2,West Bound,Volume Map,,6492,2023,,2022/07/11 07:00:00+00,34
615005.163385827,883410.569225721,31134,4106,0,63RD AVE,2000,S,DURANGO ST,2000,S,2022/01/04 07:00:00+00,1077,MID2,North Bound,Volume Map,7,4454,2023,,2022/07/11 07:00:00+00,34
614965.531496063,883421.590879261,31135,4106,0,63RD AVE,2800,S,DURANGO ST,2000,S,2022/01/04 07:00:00+00,1238,MID2,South Bound,Volume Map,7,4454,2023,,2022/07/11 07:00:00+00,34
607864.585301839,878693.13188976,31136,4107,0,ELWOOD ST,3600,S,72ND LN,7300,W,2022/01/04 07:00:00+00,743,MID2,East Bound,Volume Map,7,1478,2023,,2022/07/11 07:00:00+00,24
607858.620078739,878740.45013123,31137,4107,0,ELWOOD ST,3600,S,72ND LN,7300,W,2022/01/04 07:00:00+00,806,MID2,West Bound,Volume Map,7,1478,2023,,2022/07/11 07:00:00+00,24
604035.722440943,878886.401902884,31138,4108,0,79TH AVE,3600,S,ELWOOD ST,3670,S,2022/01/05 07:00:00+00,1291,MID2,North Bound,Volume Map,7,1534,2023,,2022/07/13 07:00:00+00,26
604078.473753281,878897.188320212,31139,4108,0,79TH AVE,3670,W,ELWOOD ST,3670,W,2022/01/05 07:00:00+00,1148,MID2,South Bound,Volume Map,7,1534,2023,,2022/07/13 07:00:00+00,26
603010.994422574,879056.888451442,31140,4109,0,ELWOOD ST,3670,W,79TH AVE,3670,W,2022/01/05 07:00:00+00,1147,MID2,East Bound,Volume Map,7,4450,2023,,2022/07/12 07:00:00+00,33
603011.116469815,879096.912073493,31141,4109,0,ELWOOD ST,7900,W,79TH AVE,3670,W,2022/01/05 07:00:00+00,1119,MID2,West Bound,Volume Map,7,4450,2023,,2022/07/12 07:00:00+00,33
604409.949146982,880551.720800526,31142,4110,0,79TH AVE,7900,W,LOWER BUCKEYE RD,2800,S,2022/01/05 07:00:00+00,1137,MID2,South Bound,Volume Map,7,2443,2023,,2022/07/12 07:00:00+00,34
604458.767716534,880551.5738189,31143,4110,0,79TH AVE,7900,W,LOWER BUCKEYE RD,2800,S,2022/01/05 07:00:00+00,1313,MID2,North Bound,Volume Map,7,2443,2023,,2022/07/12 07:00:00+00,34
671566.318897638,867700.40813648,31144,4111,0,VINEYARD RD,3200,E,32ND ST,3200,E,2022/01/11 07:00:00+00,114,MID2,East Bound,Volume Map,8,3290,2023,,2022/07/13 07:00:00+00,25
671566.354658794,867740.431102365,31145,4111,0,VINEYARD RD,3600,E,32ND ST,3200,E,2022/01/11 07:00:00+00,114,MID2,West Bound,Volume Map,8,3290,2023,,2022/07/13 07:00:00+00,25
684006.924868766,944584.618766405,31146,4112,0,52ND ST,11400,N,CHOLLA ST,11400,N,2022/01/12 07:00:00+00,455,MID2,North Bound,Volume Map,3,1018,2023,,2022/07/13 07:00:00+00,25
683967.340551183,944584.639107615,31147,4112,0,52ND ST,12200,N,CHOLLA ST,11400,N,2022/01/12 07:00:00+00,499,MID2,South Bound,Volume Map,3,1018,2023,,2022/07/13 07:00:00+00,25
684013.475721784,945494.262139104,31148,4113,0,52ND ST,5200,E,CACTUS RD,12200,N,2022/01/12 07:00:00+00,455,MID2,North Bound,Volume Map,3,4018,2023,,2022/07/13 07:00:00+00,25
683961.713254593,945494.288385823,31149,4113,0,52ND ST,5200,E,CACTUS RD,12200,N,2022/01/12 07:00:00+00,499,MID2,South Bound,Volume Map,3,4018,2023,,2022/07/13 07:00:00+00,25
684591.641732283,944762.618438318,31150,4114,0,CACTUS RD,5200,E,52ND ST,5200,E,2022/01/12 07:00:00+00,14104,MID2,East Bound,Volume Map,,5215,2023,,2022/07/14 07:00:00+00,
684579.511811025,944864.504593179,31151,4114,0,CACTUS RD,5600,E,52ND ST,5200,E,2022/01/12 07:00:00+00,14449,MID2,West Bound,Volume Map,,5215,2023,,2022/07/14 07:00:00+00,
686616.951771654,1002936.14370079,31152,4115,0,56TH ST,29800,N,DIXILETA DR,29800,N,2022/01/12 07:00:00+00,2131,MID2,North Bound,Volume Map,2,5408,2023,,2022/07/14 07:00:00+00,40
686571.362532809,1002936.16338582,31153,4115,0,56TH ST,30500,N,DIXILETA DR,29800,N,2022/01/12 07:00:00+00,2252,MID2,South Bound,Volume Map,2,5408,2023,,2022/07/14 07:00:00+00,40
683942.114829395,1002442.53969816,31154,4116,0,DIXILETA DR,5000,E,DESERT WILLOW PKWY E,5000,E,2022/01/12 07:00:00+00,3164,MID2,East Bound,Volume Map,2,6183,2023,,2022/07/14 07:00:00+00,
